"ATD_SIGNAL_ID","SIGNAL_TYPE","LOCATION_NAME","PRIMARY_ST","CROSS_ST","CONTROL","ATD_LOCATION_ID","COA_INTERSECTION_ID","COUNCIL_DISTRICT","CROSS_ST_AKA","CROSS_ST_SEGMENT_ID","JURISDICTION","LANDMARK","PRIMARY_ST_AKA","PRIMARY_ST_SEGMENT_ID","SIGNAL_ENG_AREA","GEOCODE","GEOCODE: Street 1","GEOCODE: Street 2","GEOCODE: City","GEOCODE: State","GEOCODE: Zip","GEOCODE: Country","GEOCODE: Latitude","GEOCODE: Longitude","MASTER_SIGNAL_ID","SIGNAL_STATUS","IP_SWITCH","IP_CONTROL","SWITCH_COMM"
"914","TRAFFIC","N QUINLAN PARK RD / STEINER RANCH BLVD","N QUINLAN PARK RD","STEINER RANCH BLVD","MASTER","891","5143802","0","","2014026","AUSTIN 2 MILE ETJ","","","2014027","NORTH","4001 Steiner Ranch Boulevard Austin, Texas 78732","4001 Steiner Ranch Boulevard","","Austin","Texas","78732","United States","30.3775234","-97.8848572","","TURNED_ON","0","0","None"
"918","TRAFFIC","BRODIE LN / INDIAN POINT DR","BRODIE LN","INDIAN POINT DR","MASTER","892","5145636","0","","2027844","AUSTIN 2 MILE ETJ","","","2027843","SOUTH","10908-10998 Brodie Lane Austin, Texas 78748","10908-10998 Brodie Lane","","Austin","Texas","78748","United States","30.1723957","-97.8570099","","TURNED_ON","0","0","None"
"919","TRAFFIC","S 1ST ST / EMERALD WOOD DR","S 1ST ST","EMERALD WOOD DR","MASTER","893","5152507","3","","2024671","AUSTIN FULL PURPOSE","","","2041741","SOUTH","5111 South 1st Street Austin, Texas 78745","5111 South 1st Street","","Austin","Texas","78745","United States","30.2128639","-97.778511","","TURNED_ON","1","0","Both"
"920","TRAFFIC","CAMERON RD / RUTHERFORD LN","CAMERON RD","RUTHERFORD LN","MASTER","894","5163816","4","","2011652","AUSTIN FULL PURPOSE","","","2011651","NORTH","8164 Rutherford Lane Austin, Texas 78752","8164 Rutherford Lane","","Austin","Texas","78752","United States","30.337326","-97.6832428","","TURNED_ON","1","1","Both"
"921","TRAFFIC","E MARTIN LUTHER KING JR BLVD / ALEXANDER AVE","E MARTIN LUTHER KING JR BLVD","ALEXANDER AVE","MASTER","895","5161088","1","","2017731","AUSTIN FULL PURPOSE","","","2017761","CENTRAL","1904 Alexander Avenue Austin, Texas 78702","1904 Alexander Avenue","","Austin","Texas","78702","United States","30.2817059","-97.7094574","","TURNED_ON","1","1","Both"
"922","TRAFFIC","W SLAUGHTER LN / FRANCIA TRL","W SLAUGHTER LN","FRANCIA TRL","MASTER","896","5150904","5","","2027870","AUSTIN FULL PURPOSE","","","3260017","SOUTH","9100-9198 Francia Trail Austin, Texas 78744","9100-9198 Francia Trail","","Austin","Texas","78744","United States","30.1692791","-97.7958298","","TURNED_ON","0","0","Both"
"923","TRAFFIC","N QUINLAN PARK RD / COUNTRY TRAILS LN","N QUINLAN PARK RD","COUNTRY TRAILS LN","MASTER","897","5143259","0","","2037254","AUSTIN 2 MILE ETJ","","","2037253","NORTH","Country Trails Lane Austin, Texas 78732","Country Trails Lane","","Austin","Texas","78732","United States","30.3624153","-97.8998718","","TURNED_ON","0","0","None"
"924","TRAFFIC","ESCARPMENT BLVD / HILLSIDE TERRACE DR","ESCARPMENT BLVD","HILLSIDE TERRACE DR","MASTER","898","5144268","8","","2027003","AUSTIN FULL PURPOSE","","","2027002","SOUTH","Hillside Terrace Drive Austin, Texas 78749","Hillside Terrace Drive","","Austin","Texas","78749","United States","30.2075157","-97.8775787","","TURNED_ON","0","0","None"
"925","TRAFFIC","SALT SPRINGS DR / THAXTON RD","SALT SPRINGS DR","THAXTON RD","MASTER","899","5156940","2","","2042188","AUSTIN FULL PURPOSE","","","2042180","SOUTH","8101 Salt Springs Drive Austin, Texas 78744","8101 Salt Springs Drive","","Austin","Texas","78744","United States","30.1584244","-97.7459106","","TURNED_ON","0","0","Both"
"926","TRAFFIC","CAMERON RD / FERGUSON LN","CAMERON RD","FERGUSON LN","MASTER","900","5164399","4","","2012375","AUSTIN FULL PURPOSE","","","2011415","NORTH","1404 Ferguson Lane Austin, Texas 78754","1404 Ferguson Lane","","Austin","Texas","78754","United States","30.3458042","-97.6774902","","TURNED_ON","1","1","Both"
"928","TRAFFIC","FM 2222 RD / SITIO DEL RIO BLVD","FM 2222 RD","SITIO DEL RIO BLVD","MASTER","901","5146502","10","","2031985","AUSTIN FULL PURPOSE","","","2012713","NORTH","10405 Ranch Road 2222 Austin, Texas 78730","10405 Ranch Road 2222","","Austin","Texas","78730","United States","30.392931","-97.8418274","","TURNED_ON","1","0","Both"
"929","TRAFFIC","E DEAN KEETON ST / LAFAYETTE AVE","E DEAN KEETON ST","LAFAYETTE AVE","MASTER","902","5159732","9","","2017559","AUSTIN FULL PURPOSE","","","2017560","CENTRAL","2312 Lafayette Avenue Austin, Texas 78722","2312 Lafayette Avenue","","Austin","Texas","78722","United States","30.2844238","-97.7218094","","TURNED_ON","1","1","Both"
"930","TRAFFIC","E OLTORF ST / BURLESON RD","E OLTORF ST","BURLESON RD","MASTER","903","5158189","3","","2022873","AUSTIN FULL PURPOSE","","","2022835","SOUTH","1866 East Oltorf Street Austin, Texas 78741","1866 East Oltorf Street","","Austin","Texas","78741","United States","30.2314911","-97.735733","","TURNED_ON","0","0","Both"
"932","TRAFFIC","CHICON ST / MANOR RD","CHICON ST","MANOR RD","SLAVE","904","5159690","9","","2017603","AUSTIN FULL PURPOSE","","","2017678","CENTRAL","2301-2693 Lafayette Avenue Austin, Texas 78722","2301-2693 Lafayette Avenue","","Austin","Texas","78722","United States","30.2838135","-97.7221603","","TURNED_ON","0","0","Both"
"933","TRAFFIC","S CONGRESS AVE / W JAMES ST","S CONGRESS AVE","W JAMES ST","MASTER","905","5156063","9","","2019691","AUSTIN FULL PURPOSE","","","2019690","SOUTH","1300 South Congress Avenue Austin, Texas 78704","1300 South Congress Avenue","","Austin","Texas","78704","United States","30.2511158","-97.7491074","","TURNED_ON","1","1","Both"
"934","TRAFFIC","S CONGRESS AVE / W GIBSON ST","S CONGRESS AVE","W GIBSON ST","MASTER","906","5156007","9","","2019709","AUSTIN FULL PURPOSE","","","2019708","SOUTH","1329-1399 South Congress Avenue Austin, Texas 78704","1329-1399 South Congress Avenue","","Austin","Texas","78704","United States","30.2499905","-97.7495117","","TURNED_ON","1","1","Both"
"936","TRAFFIC","E 51ST ST / BRUNING AVE","E 51ST ST","BRUNING AVE","MASTER","907","5159850","9","","2015621","AUSTIN FULL PURPOSE","","","2015623","CENTRAL","501-599 East 51st Street Austin, Texas 78751","501-599 East 51st Street","","Austin","Texas","78751","United States","30.314209","-97.7199249","","TURNED_ON","0","0","Both"
"939","TRAFFIC","ANDERSON MILL RD / MORRIS RD","ANDERSON MILL RD","MORRIS RD","MASTER","908","5153102","6","","2007011","AUSTIN FULL PURPOSE","","","2007040","NORTH","Morris Road Austin, Texas 78729","Morris Road","","Austin","Texas","78729","United States","30.4562817","-97.766571","","TURNED_ON","0","0","None"
"940","TRAFFIC","SPICEWOOD SPRINGS RD / MESA DR","SPICEWOOD SPRINGS RD","MESA DR","MASTER","909","5154593","10","","2013672","AUSTIN FULL PURPOSE","","","3213025","NORTH","8101 Mesa Drive Austin, Texas 78759","8101 Mesa Drive","","Austin","Texas","78759","United States","30.3715324","-97.757225","","TURNED_ON","0","0","None"
"941","TRAFFIC","MESA DR / STECK AVE","MESA DR","STECK AVE","MASTER","910","5154802","10","","2013750","AUSTIN FULL PURPOSE","","","2013751","NORTH","8284-8298 Mesa Drive Austin, Texas 78759","8284-8298 Mesa Drive","","Austin","Texas","78759","United States","30.3743553","-97.755455","","TURNED_ON","0","0","None"
"942","TRAFFIC","FM 2222 RD / MESA DR","FM 2222 RD","MESA DR","MASTER","911","5153101","10","","2013377","AUSTIN FULL PURPOSE","","","2013379","NORTH","4118 Ranch to Market 2222 Austin, Texas 78731","4118 Ranch to Market 2222","","Austin","Texas","78731","United States","30.3413143","-97.7696381","","TURNED_ON","0","0","Both"
"943","TRAFFIC","S CONGRESS AVE / W MILTON ST","S CONGRESS AVE","W MILTON ST","MASTER","912","5155847","9","","2022440","AUSTIN FULL PURPOSE","","","2022439","SOUTH","100-198 Milton Street East Austin, Texas 78704","100-198 Milton Street East","","Austin","Texas","78704","United States","30.2470245","-97.7506256","","TURNED_ON","1","1","Both"
"944","TRAFFIC","W US 290 HWY SVRD EB / OLD FREDERICKSBURG RD","W US 290 HWY SVRD EB","OLD FREDERICKSBURG RD","UNKNOWN","913","5145950","8","","2026587","AUSTIN FULL PURPOSE","","","3192540","SOUTH","9300 West US Highway 290 Service Road Austin, Texas 78735","9300 West US Highway 290 Service Road","","Austin","Texas","78735","United States","30.235033","-97.8520966","","TURNED_ON","1","0","Both"
"945","TRAFFIC","S CONGRESS AVE / LITTLE TEXAS LN","S CONGRESS AVE","LITTLE TEXAS LN","MASTER","914","5152851","2","","2025273","AUSTIN FULL PURPOSE","","","2026102","SOUTH","5881-5899 South Congress Avenue Austin, Texas 78745","5881-5899 South Congress Avenue","","Austin","Texas","78745","United States","30.2024918","-97.775528","","TURNED_ON","1","1","Both"
"946","TRAFFIC","W WILLIAM CANNON DR / S MOPAC EXPY SVRD SB","W WILLIAM CANNON DR","S MOPAC EXPY SVRD SB","SLAVE","915","5147329","8","","2026549","AUSTIN FULL PURPOSE","","","2026270","SOUTH","6600 Frontage Road Austin, Texas 78749","6600 Frontage Road","","Austin","Texas","78749","United States","30.220665","-97.8369675","","TURNED_ON","0","0","Both"
"947","TRAFFIC","CAMERON RD / MC KIE DR","CAMERON RD","MC KIE DR","MASTER","916","5162968","1","","2040388","AUSTIN FULL PURPOSE","","","2012081","NORTH","Coronado Hills Drive Austin, Texas 78752","Coronado Hills Drive","","Austin","Texas","78752","United States","30.3290386","-97.6904068","","TURNED_ON","1","1","Both"
"948","TRAFFIC","N QUINLAN PARK RD / STEINER RANCH BLVD","N QUINLAN PARK RD","STEINER RANCH BLVD","MASTER","917","5143536","0","","2038439","AUSTIN 2 MILE ETJ","","","2045641","NORTH","200 Steiner Ranch Boulevard Austin, Texas 78732","200 Steiner Ranch Boulevard","","Austin","Texas","78732","United States","30.3692398","-97.8917618","","TURNED_ON","0","0","None"
"949","TRAFFIC","DESSAU RD / CRYSTAL BEND DR","DESSAU RD","CRYSTAL BEND DR","MASTER","918","5166976","0","","2030329","AUSTIN 2 MILE ETJ","","","2038176","NORTH","1618 Crystal Bend Drive Pflugerville, Texas 78660","1618 Crystal Bend Drive","","Pflugerville","Texas","78660","United States","30.4070358","-97.6360168","","TURNED_ON","0","0","None"
"950","TRAFFIC","W OLTORF ST / S 5TH ST","W OLTORF ST","S 5TH ST","MASTER","919","5154091","3","","2023799","AUSTIN FULL PURPOSE","","","2023800","SOUTH","1000 West Oltorf Street Austin, Texas 78704","1000 West Oltorf Street","","Austin","Texas","78704","United States","30.2439384","-97.7643356","","TURNED_ON","1","1","Both"
"951","TRAFFIC","W 6TH ST / BAYLOR ST","W 6TH ST","BAYLOR ST","MASTER","920","5155153","9","","2021054","AUSTIN FULL PURPOSE","","","2021029","CENTRAL","1102 West 6th Street Austin, Texas 78703","1102 West 6th Street","","Austin","Texas","78703","United States","30.2720985","-97.7553864","","TURNED_ON","1","1","Both"
"952","TRAFFIC","CAMERON RD / CROSS PARK DR","CAMERON RD","CROSS PARK DR","MASTER","921","5164317","4","","2011433","AUSTIN FULL PURPOSE","","","2011415","NORTH","8704 Cross Park Drive Austin, Texas 78754","8704 Cross Park Drive","","Austin","Texas","78754","United States","30.3439808","-97.6783371","","TURNED_ON","1","1","Both"
"953","TRAFFIC","W 5TH ST / RIO GRANDE ST","W 5TH ST","RIO GRANDE ST","MASTER","922","5155874","9","","2018665","AUSTIN FULL PURPOSE","","","2018666","CENTRAL","449-499 Rio Grande Street Austin, Texas 78701","449-499 Rio Grande Street","","Austin","Texas","78701","United States","30.2689972","-97.7498703","","TURNED_ON","0","0","Both"
"954","TRAFFIC","W 5TH ST / WALSH ST","W 5TH ST","WALSH ST","MASTER","923","5154806","9","","2021041","AUSTIN FULL PURPOSE","","","2021042","CENTRAL","400-498 Walsh Street Austin, Texas 78703","400-498 Walsh Street","","Austin","Texas","78703","United States","30.2716541","-97.7581711","","TURNED_ON","1","1","Both"
"955","TRAFFIC","W US 290 HWY SVRD WB / OLD FREDERICKSBURG RD","W US 290 HWY SVRD WB","OLD FREDERICKSBURG RD","MASTER","924","5145942","8","","3371826","AUSTIN FULL PURPOSE","","","3192535","SOUTH","6133 Old Fredericksburg Road Austin, Texas 78749","6133 Old Fredericksburg Road","","Austin","Texas","78749","United States","30.2356567","-97.8521423","","TURNED_ON","1","0","Both"
"956","TRAFFIC","TRANQUILO TRL / BLUFF SPRINGS RD","TRANQUILO TRL","BLUFF SPRINGS RD","UNKNOWN","925","5153598","2","","2038357","AUSTIN FULL PURPOSE","","","2038361","SOUTH","1901 Tranquilo Trail Austin, Texas 78744","1901 Tranquilo Trail","","Austin","Texas","78744","United States","30.18076178","-97.76967856","","TURNED_ON","0","0","None"
"957","TRAFFIC","E 51ST ST / OLD MANOR RD","E 51ST ST","OLD MANOR RD","MASTER","926","5163203","1","","2016606","AUSTIN FULL PURPOSE","","","2016607","CENTRAL","5100 Old Manor Road Austin, Texas 78723","5100 Old Manor Road","","Austin","Texas","78723","United States","30.2996788","-97.6893997","","TURNED_ON","0","0","None"
"958","TRAFFIC","W 5TH ST / PRESSLER ST","W 5TH ST","PRESSLER ST","MASTER","927","5154542","9","","2021011","AUSTIN FULL PURPOSE","","","2021012","CENTRAL","601 Pressler Street Austin, Texas 78703","601 Pressler Street","","Austin","Texas","78703","United States","30.2738914","-97.7602158","","TURNED_ON","0","0","Both"
"959","TRAFFIC","COLORADO ST / W 4TH ST","COLORADO ST","W 4TH ST","MASTER","928","5156665","9","","2018845","AUSTIN FULL PURPOSE","","","2018844","CENTRAL","152-198 West 4th Street Austin, Texas 78701","152-198 West 4th Street","","Austin","Texas","78701","United States","30.2665691","-97.744812","","TURNED_ON","0","0","Both"
"960","TRAFFIC","CAMERON RD / E RUNDBERG LN","CAMERON RD","E RUNDBERG LN","MASTER","929","5164535","1","","2011195","AUSTIN FULL PURPOSE","","","3267712","NORTH","1425 East Rundberg Lane Austin, Texas 78753","1425 East Rundberg Lane","","Austin","Texas","78753","United States","30.3507729","-97.675972","","TURNED_ON","1","1","Both"
"961","TRAFFIC","DUVAL RD / AMHERST DR","DUVAL RD","AMHERST DR","MASTER","930","5159331","7","","2006359","AUSTIN FULL PURPOSE","","","2006360","NORTH","Amherst Drive Austin, Texas 78759","Amherst Drive","","Austin","Texas","78759","United States","30.4116764","-97.7220535","","TURNED_ON","0","0","Both"
"962","TRAFFIC","FM 2222 RD / DRY CREEK DR","FM 2222 RD","DRY CREEK DR","MASTER","931","5153910","10","","2013348","AUSTIN FULL PURPOSE","","","2013374","NORTH","3651 Ranch to Market 2222 Austin, Texas 78731","3651 Ranch to Market 2222","","Austin","Texas","78731","United States","30.342556","-97.7629929","","TURNED_ON","0","0","Both"
"963","TRAFFIC","ROSS RD / SAINT THOMAS DR","ROSS RD","SAINT THOMAS DR","MASTER","932","5168394","0","","3195185","AUSTIN 2 MILE ETJ","","","2046381","SOUTH","12813-12815 Saint Thomas Drive Texas 78617","12813-12815 Saint Thomas Drive","","","Texas","78617","United States","30.1783047","-97.6151962","","TURNED_ON","1","1","Both"
"964","TRAFFIC","BURNET RD / ADAMS AVE","BURNET RD","ADAMS AVE","MASTER","933","5157168","7","","2012022","AUSTIN FULL PURPOSE","","","2012023","NORTH","5605 Adams Avenue Austin, Texas 78756","5605 Adams Avenue","","Austin","Texas","78756","United States","30.3300705","-97.7398911","","TURNED_ON","1","1","Both"
"965","TRAFFIC","ANDERSON MILL RD / DIES RANCH RD","ANDERSON MILL RD","DIES RANCH RD","MASTER","934","5146161","0","","2046940","CEDAR PARK ETJ","","","2006804","NORTH","Old Mill Road Cedar Park, Texas 78613","Old Mill Road","","Cedar Park","Texas","78613","United States","30.4660645","-97.843956","","TURNED_ON","0","0","Both"
"966","TRAFFIC","W KOENIG LN / ARROYO SECO","W KOENIG LN","ARROYO SECO","UNKNOWN","935","5157958","7","","2011928","AUSTIN FULL PURPOSE","","","2011929","NORTH","1698 West Koenig Lane Austin, Texas 78756","1698 West Koenig Lane","","Austin","Texas","78756","United States","30.33239","-97.73474","","TURNED_ON","0","0","Both"
"967","TRAFFIC","W KOENIG LN / ARROYO SECO","W KOENIG LN","ARROYO SECO","SLAVE","936","5157958","7","","2011933","AUSTIN FULL PURPOSE","","","2011929","NORTH","1601 Ranch Road 2222 Austin, Texas 78756","1601 Ranch Road 2222","","Austin","Texas","78756","United States","30.332352","-97.73467","966","TURNED_ON","0","0","Both"
"968","TRAFFIC","W 6TH ST / PRESSLER ST","W 6TH ST","PRESSLER ST","UNKNOWN","937","5154542","9","","2020967","AUSTIN FULL PURPOSE","","","2020982","CENTRAL","601 Pressler Street Austin, Texas 78703","601 Pressler Street","","Austin","Texas","78703","United States","30.273898","-97.760207","0","UNDER_EVALUATION","0","0","N/A"
"969","TRAFFIC","S LAKELINE BLVD / ","S LAKELINE BLVD","","MASTER","938","","6","","","AUSTIN FULL PURPOSE","","","2038006","NORTH","2900 South Lakeline Boulevard Cedar Park, Texas 78613","2900 South Lakeline Boulevard","","Cedar Park","Texas","78613","United States","30.4778824","-97.8057327","","TURNED_ON","0","0","Both"
"970","TRAFFIC","N IH 35 SVRD SB / N IH 35 SVRD SB AT 41ST TRN","N IH 35 SVRD SB","N IH 35 SVRD SB AT 41ST TRN","SLAVE","939","5160182","9","","3370777","AUSTIN FULL PURPOSE","","","3370760","CENTRAL","4156-4180 North Interstate 35 Frontage Road Austin, Texas 78751","4156-4180 North Interstate 35 Frontage Road","","Austin","Texas","78751","United States","30.2987709","-97.7174683","","TURNED_ON","1","1","Both"
"971","TRAFFIC","N IH 35 SVRD NB / N IH 35 SVRD SB AT 41ST TRN","N IH 35 SVRD NB","N IH 35 SVRD SB AT 41ST TRN","MASTER","940","5160243","9","","3370777","AUSTIN FULL PURPOSE","","","3370756","CENTRAL","4103 North Interstate Highway 35 Austin, Texas 78722","4103 North Interstate Highway 35","","Austin","Texas","78722","United States","30.2985783","-97.7170486","","TURNED_ON","1","1","Both"
"972","TRAFFIC","GUADALUPE ST / W 13TH ST","GUADALUPE ST","W 13TH ST","MASTER","941","5156795","9","","2018195","AUSTIN FULL PURPOSE","","","2018194","CENTRAL","1301-1307 Guadalupe Street Austin, Texas 78701","1301-1307 Guadalupe Street","","Austin","Texas","78701","United States","30.2760105","-97.7437057","","CONSTRUCTED","0","0","N/A"
"973","TRAFFIC","GUADALUPE ST / W 17TH ST","GUADALUPE ST","W 17TH ST","MASTER","942","5157023","9","","2017916","AUSTIN FULL PURPOSE","","","2017915","CENTRAL","314 West 17th Street Austin, Texas 78701","314 West 17th Street","","Austin","Texas","78701","United States","30.2797356","-97.7422867","","TURNED_ON","0","0","Both"
"974","TRAFFIC","LAVACA ST / W 16TH ST","LAVACA ST","W 16TH ST","MASTER","943","5157135","1","","2018005","AUSTIN FULL PURPOSE","","","2018004","CENTRAL","260-298 West 16th Street Austin, Texas 78701","260-298 West 16th Street","","Austin","Texas","78701","United States","30.2785625","-97.741539","","TURNED_ON","0","0","Both"
"975","TRAFFIC","LAVACA ST / W 17TH ST","LAVACA ST","W 17TH ST","MASTER","944","5157176","9","","2017935","AUSTIN FULL PURPOSE","","","2017934","CENTRAL","1701 Lavaca Street Austin, Texas 78701","1701 Lavaca Street","","Austin","Texas","78701","United States","30.2794685","-97.7412033","","TURNED_ON","0","0","Both"
"976","TRAFFIC","W SH 71 / ","W SH 71","","MASTER","945","","8","","","AUSTIN FULL PURPOSE","CENTER OF THE HILLS SHOPPING CENTER","","2026759","SOUTH","7043 Texas 71 Austin, Texas 78735","7043 Texas 71","","Austin","Texas","78735","United States","30.2351704","-97.8765945","","TURNED_ON","0","0","None"
"977","TRAFFIC","E SH 71 SVRD WB / CHEVIOT LN","E SH 71 SVRD WB","CHEVIOT LN","MASTER","947","5166951","2","","2023210","AUSTIN FULL PURPOSE","","","5367513","SOUTH","3038-3094 East Highway 71 Austin, Texas 78719","3038-3094 East Highway 71","","Austin","Texas","78719","United States","30.2047272","-97.6425323","","TURNED_ON","1","1","Both"
"978","TRAFFIC","E SH 71 SVRD WB / CHEVIOT LN","E SH 71 SVRD WB","CHEVIOT LN","MASTER","947","5166951","2","","2023210","AUSTIN FULL PURPOSE","","","5367513","SOUTH","3038-3094 East Highway 71 Austin, Texas 78719","3038-3094 East Highway 71","","Austin","Texas","78719","United States","30.2047272","-97.6425323","","REMOVED_PERMANENTLY","1","1","Both"
"979","TRAFFIC","AIRPORT BLVD / ZACH SCOTT ST","AIRPORT BLVD","ZACH SCOTT ST","MASTER","948","5161201","9","","3261995","AUSTIN FULL PURPOSE","","","2016968","CENTRAL","Zach Scott Street Austin, Texas 78722","Zach Scott Street","","Austin","Texas","78722","United States","30.2941189","-97.7078781","","TURNED_ON","0","0","Both"
"980","TRAFFIC","E US 290 HWY SVRD WB / E US 290 ARTERIAL A RAMP","E US 290 HWY SVRD WB","E US 290 ARTERIAL A RAMP","MASTER","949","5166764","1","","5082055","AUSTIN FULL PURPOSE","","","40928","CENTRAL","9498-9502 U.S. 290 Austin, Texas 78724","9498-9502 U.S. 290","","Austin","Texas","78724","United States","30.3299255","-97.6413651","","TURNED_ON","0","0","None"
"981","TRAFFIC","E US 290 HWY SVRD EB / E US 290 ARTERIAL A RAMP","E US 290 HWY SVRD EB","E US 290 ARTERIAL A RAMP","MASTER","950","5166763","1","","5082055","AUSTIN FULL PURPOSE","","","5079176","CENTRAL","1770c U.S. 290 Austin, Texas 78724","1770c U.S. 290","","Austin","Texas","78724","United States","30.3291435","-97.6413879","","TURNED_ON","0","0","None"
"982","TRAFFIC","N IH 35 SVRD NB / E 32ND ST","N IH 35 SVRD NB","E 32ND ST","MASTER","951","5159577","9","","3367455","AUSTIN FULL PURPOSE","","","2017269","CENTRAL","3105 North Interstate 35 Frontage Road Austin, Texas 78722","3105 North Interstate 35 Frontage Road","","Austin","Texas","78722","United States","30.2890625","-97.723053","","TURNED_ON","1","1","Both"
"983","TRAFFIC","N IH 35 SVRD SB / E 32ND ST","N IH 35 SVRD SB","E 32ND ST","SLAVE","952","5159525","9","","3367454","AUSTIN FULL PURPOSE","","","3370873","CENTRAL","1025 East 32nd Street Austin, Texas 78705","1025 East 32nd Street","","Austin","Texas","78705","United States","30.289299","-97.7234573","","TURNED_ON","1","1","Both"
"984","TRAFFIC","SPRINGDALE RD / E US 290 HWY SVRD EB","SPRINGDALE RD","E US 290 HWY SVRD EB","MASTER","953","5166007","1","","5079123","AUSTIN FULL PURPOSE","","","3195129","CENTRAL","9117-9123 U.S. 290 Austin, Texas 78724","9117-9123 U.S. 290","","Austin","Texas","78724","United States","30.3281689","-97.6552582","","TURNED_ON","0","0","None"
"985","TRAFFIC","MANOR RD / CHERRYWOOD RD","MANOR RD","CHERRYWOOD RD","MASTER","954","5160109","1","","2017566","AUSTIN FULL PURPOSE","","","2017565","CENTRAL","2219-2299 Manor Road Austin, Texas 78722","2219-2299 Manor Road","","Austin","Texas","78722","United States","30.2844105","-97.7184219","","TURNED_ON","1","1","Both"
"986","TRAFFIC","E 12TH ST / CHESTNUT AVE","E 12TH ST","CHESTNUT AVE","MASTER","955","5160419","1","","2018266","AUSTIN FULL PURPOSE","","","2018265","CENTRAL","1195-1199 North Pleasant Valley Road Austin, Texas 78702","1195-1199 North Pleasant Valley Road","","Austin","Texas","78702","United States","30.2743607","-97.7159805","","TURNED_ON","1","1","Both"
"987","TRAFFIC","TUSCANY WAY / E US 290 HWY SVRD EB","TUSCANY WAY","E US 290 HWY SVRD EB","MASTER","956","5165769","1","","5060232","AUSTIN FULL PURPOSE","","","5060237","CENTRAL","6201 Tuscany Way Austin, Texas 78724","6201 Tuscany Way","","Austin","Texas","78724","United States","30.3278484","-97.6593475","","TURNED_ON","0","0","None"
"988","TRAFFIC","HARRIS BRANCH PKWY / E US 290 HWY SVRD EB","HARRIS BRANCH PKWY","E US 290 HWY SVRD EB","SLAVE","957","5168538","1","","3350592","AUSTIN FULL PURPOSE","","","5082985","CENTRAL","10603 Harris Branch Parkway Austin, Texas 78754","10603 Harris Branch Parkway","","Austin","Texas","78754","United States","30.3344555","-97.607399","784","TURNED_ON","0","0","None"
"989","TRAFFIC","E US 290 HWY SVRD WB / GILES LN","E US 290 HWY SVRD WB","GILES LN","SLAVE","958","5167758","1","","3356273","AUSTIN FULL PURPOSE","","","5082074","CENTRAL","9505 Johnny Morris Road Austin, Texas 78724","9505 Johnny Morris Road","","Austin","Texas","78724","United States","30.331007","-97.6233139","802","TURNED_ON","0","0","None"
"990","TRAFFIC","E US 290 HWY SVRD EB / E PARMER LN","E US 290 HWY SVRD EB","E PARMER LN","UNKNOWN","959","5279446","1","","3388555","AUSTIN FULL PURPOSE","","","2009629","CENTRAL","10201-10273 U.S. 290 Manor, Texas 78653","10201-10273 U.S. 290","","Manor","Texas","78653","United States","30.34398","-97.58007","","UKNOWN","0","0","N/A"
"991","TRAFFIC","N CAPITAL OF TEXAS HWY NB / FM 2222 RD","N CAPITAL OF TEXAS HWY NB","FM 2222 RD","MASTER","960","5150922","10","","2013777","AUSTIN FULL PURPOSE","","","2040005","NORTH","6203 North Capital of Texas Highway Austin, Texas 78731","6203 North Capital of Texas Highway","","Austin","Texas","78731","United States","30.359251","-97.7905273","","TURNED_ON","1","1","Both"
"992","TRAFFIC","N CAPITAL OF TEXAS HWY SB / FM 2222 RD","N CAPITAL OF TEXAS HWY SB","FM 2222 RD","SLAVE","961","5150820","10","","2040000","AUSTIN FULL PURPOSE","","","2038576","NORTH","5748-5774 Ranch to Market 2222 Austin, Texas 78731","5748-5774 Ranch to Market 2222","","Austin","Texas","78731","United States","30.3593979","-97.7918472","","TURNED_ON","1","1","Both"
"993","TRAFFIC","E US 290 HWY SVRD WB / E PARMER LN","E US 290 HWY SVRD WB","E PARMER LN","UNKNOWN","962","3264339","1","","3388557","AUSTIN FULL PURPOSE","","","2009618","CENTRAL","9329-9411 East Parmer Lane Manor, Texas 78653","9329-9411 East Parmer Lane","","Manor","Texas","78653","United States","30.344859","-97.581018","990","UKNOWN","0","0","N/A"
"994","TRAFFIC","AMHERST DR / W PARMER LN","AMHERST DR","W PARMER LN","MASTER","963","5160219","7","","2005807","AUSTIN FULL PURPOSE","","","2005924","NORTH","Amherst Drive Austin, Texas 78727","Amherst Drive","","Austin","Texas","78727","United States","30.4247303","-97.713562","","TURNED_ON","1","0","Both"
"995","TRAFFIC","W WILLIAM CANNON DR / S MOPAC EXPY SVRD NB","W WILLIAM CANNON DR","S MOPAC EXPY SVRD NB","MASTER","964","5147403","8","","2026578","AUSTIN FULL PURPOSE","","","2026269","SOUTH","5798 South Mopac Service Road Austin, Texas 78749","5798 South Mopac Service Road","","Austin","Texas","78749","United States","30.2196655","-97.8362503","","TURNED_ON","0","0","Both"
"996","TRAFFIC","S 1ST ST / SOUTH CENTER ST","S 1ST ST","SOUTH CENTER ST","MASTER","965","5157958","3","","2024129","AUSTIN FULL PURPOSE","","","3380551","SOUTH","600 South Center Street Austin, Texas 78704","600 South Center Street","","Austin","Texas","78704","United States","30.22942948","-97.7676616","","TURNED_ON","0","0","Both"
